DocumentId;Ordinal;Product;Quantity;Price;TaxRate
12;4;Mouse;17;55,71;8
12;5;Hard drive;4;73,16;8
12;6;RAM;3;242,84;8
12;7;Graphics Card;14;82,33;8
12;8;Processor;5;233,66;8
12;9;Monitor;7;154,98;8
13;1;Printer;4;467,16;23
13;2;Keyboard;17;92,16;8
13;3;Headphones;7;41,19;23
13;4;Mouse;11;191,03;8
13;5;Hard drive;6;354,91;23
13;6;RAM;5;498,44;8
14;1;Printer;2;410,13;8
14;2;Keyboard;7;435,11;8
14;3;Headphones;7;107,48;8
14;4;Mouse;5;395,96;8
14;5;Hard drive;8;446,99;8
14;6;RAM;18;273,43;8
14;7;Graphics Card;14;37,39;8
15;1;Printer;16;132,96;23
15;2;Keyboard;15;492,78;8
16;1;Printer;5;201,54;8
16;2;Keyboard;15;199,71;8
16;3;Headphones;13;56,66;8
16;4;Mouse;6;375,23;8
16;5;Hard drive;6;96,20;8
16;6;RAM;2;102,67;8
16;7;Graphics Card;10;130,45;8
16;8;Processor;6;295,38;8
16;9;Monitor;3;368,03;8
17;1;Printer;6;204,93;23
18;1;Printer;18;95,88;8
18;2;Keyboard;5;218,59;8
18;3;Headphones;1;349,30;8
18;4;Mouse;7;232,09;8
19;1;Printer;2;212,14;23
19;2;Keyboard;16;95,96;8
19;3;Headphones;9;183,55;23
19;4;Mouse;17;58,71;8
19;5;Hard drive;4;300,30;23
20;1;Printer;8;325,32;8
20;2;Keyboard;12;223,91;8
20;3;Headphones;14;409,51;8
20;4;Mouse;18;291,56;8
20;5;Hard drive;5;445,34;8
20;6;RAM;15;194,60;8
20;7;Graphics Card;6;484,06;8
20;8;Processor;19;301,15;8
21;1;Printer;9;422,20;23
22;1;Printer;14;370,44;8
22;2;Keyboard;1;85,65;8
22;3;Headphones;16;167,43;8
22;4;Mouse;2;11,51;8
22;5;Hard drive;13;209,89;8
22;6;RAM;19;127,44;8
22;7;Graphics Card;9;17,02;8
23;1;Printer;4;47,61;23
23;2;Keyboard;9;174,63;8
23;3;Headphones;11;285,04;23
23;4;Mouse;2;294,15;8
23;5;Hard drive;8;224,63;23
24;1;Printer;1;241,99;8
24;2;Keyboard;12;65,92;8
24;3;Headphones;3;116,82;8
24;4;Mouse;9;41,22;8
24;5;Hard drive;9;314,36;8
24;6;RAM;19;9,92;8
24;7;Graphics Card;1;43,66;8
24;8;Processor;17;106,39;8
25;1;Printer;4;18,08;23
26;1;Printer;3;25,09;8
26;2;Keyboard;16;187,50;8
27;1;Printer;17;437,28;23
27;2;Keyboard;2;481,86;8
27;3;Headphones;9;190,85;23
27;4;Mouse;10;237,08;8
27;5;Hard drive;1;180,03;23
27;6;RAM;9;149,56;8
27;7;Graphics Card;4;368,12;23
27;8;Processor;13;135,14;8
27;9;Monitor;4;199,20;23
28;1;Printer;17;496,76;8
28;2;Keyboard;5;169,03;8
29;1;Printer;15;51,93;23
29;2;Keyboard;8;167,26;8
29;3;Headphones;17;438,87;23
29;4;Mouse;16;28,78;8
29;5;Hard drive;17;345,62;23
29;6;RAM;3;210,33;8
30;1;Printer;13;183,15;8
31;1;Printer;1;28,02;23
31;2;Keyboard;13;265,43;8
31;3;Headphones;5;269,67;23
31;4;Mouse;16;382,86;8
31;5;Hard drive;18;422,84;23
31;6;RAM;9;394,65;8
31;7;Graphics Card;11;97,37;23
32;1;Printer;7;72,33;8
32;2;Keyboard;15;217,03;8
32;3;Headphones;15;460,71;8
32;4;Mouse;1;442,89;8
33;1;Printer;18;130,60;23
33;2;Keyboard;12;371,72;8
33;3;Headphones;11;492,66;23
33;4;Mouse;6;188,44;8
33;5;Hard drive;3;116,33;23
33;6;RAM;3;339,40;8
33;7;Graphics Card;12;388,49;23
33;8;Processor;5;257,51;8
33;9;Monitor;15;190,18;23
34;1;Printer;9;224,38;8
35;1;Printer;15;150,02;23
35;2;Keyboard;10;487,09;8
35;3;Headphones;19;376,70;23
35;4;Mouse;1;338,03;8
35;5;Hard drive;10;353,49;23
35;6;RAM;3;348,43;8
36;1;Printer;13;195,33;8
36;2;Keyboard;9;261,85;8
36;3;Headphones;4;99,22;8
36;4;Mouse;10;346,10;8
36;5;Hard drive;18;274,05;8
36;6;RAM;8;215,97;8
37;1;Printer;10;205,77;23
37;2;Keyboard;6;132,29;8
38;1;Printer;7;326,46;8
38;2;Keyboard;7;104,44;8
38;3;Headphones;15;493,43;8
38;4;Mouse;1;46,41;8
38;5;Hard drive;15;110,82;8
38;6;RAM;14;248,69;8
38;7;Graphics Card;2;136,35;8
38;8;Processor;14;92,91;8
38;9;Monitor;12;224,82;8
39;1;Printer;15;100,64;23
39;2;Keyboard;6;246,75;8
39;3;Headphones;16;48,20;23
39;4;Mouse;7;265,98;8
39;5;Hard drive;9;381,45;23
39;6;RAM;11;413,77;8
39;7;Graphics Card;18;110,10;23
39;8;Processor;3;490,86;8
39;9;Monitor;8;110,45;23
40;1;Printer;5;442,79;8
41;1;Printer;11;113,60;23
42;1;Printer;5;447,11;8
42;2;Keyboard;19;365,41;8
42;3;Headphones;19;202,18;8
42;4;Mouse;8;381,20;8
42;5;Hard drive;7;281,85;8
42;6;RAM;19;486,38;8
42;7;Graphics Card;11;116,25;8
42;8;Processor;13;196,75;8
42;9;Monitor;18;67,82;8
43;1;Printer;9;355,80;23
44;1;Printer;14;416,83;8
44;2;Keyboard;19;96,85;8
44;3;Headphones;14;38,91;8
44;4;Mouse;4;339,08;8
44;5;Hard drive;19;251,08;8
44;6;RAM;8;214,46;8
44;7;Graphics Card;18;150,62;8
44;8;Processor;10;108,12;8
44;9;Monitor;15;312,81;8
45;1;Printer;2;473,79;23
45;2;Keyboard;2;102,08;8
45;3;Headphones;16;90,06;23
45;4;Mouse;8;400,97;8
45;5;Hard drive;1;392,42;23
45;6;RAM;3;478,18;8
45;7;Graphics Card;17;173,40;23
45;8;Processor;12;424,72;8
45;9;Monitor;14;62,90;23
46;1;Printer;16;230,12;8
47;1;Printer;9;72,63;23
48;1;Printer;1;258,33;8
48;2;Keyboard;6;380,40;8
49;1;Printer;2;343,29;23
49;2;Keyboard;11;261,10;8
50;1;Printer;1;139,14;8
50;2;Keyboard;12;390,94;8
51;1;Printer;6;37,51;23
51;2;Keyboard;2;166,54;8
51;3;Headphones;19;171,21;23
51;4;Mouse;17;423,10;8
51;5;Hard drive;13;165,58;23
51;6;RAM;8;393,91;8
51;7;Graphics Card;19;373,36;23
51;8;Processor;7;35,78;8
52;1;Printer;1;330,22;8
52;2;Keyboard;6;488,24;8
52;3;Headphones;18;403,53;8
53;1;Printer;8;72,10;23
53;2;Keyboard;9;28,18;8
53;3;Headphones;1;476,31;23
53;4;Mouse;12;35,77;8
53;5;Hard drive;17;462,18;23
53;6;RAM;12;112,03;8
53;7;Graphics Card;7;77,98;23
53;8;Processor;2;429,41;8
53;9;Monitor;1;348,97;23
54;1;Printer;10;69,95;8
54;2;Keyboard;8;102,95;8
54;3;Headphones;2;214,56;8
55;1;Printer;9;199,05;23
55;2;Keyboard;2;362,03;8
55;3;Headphones;19;229,82;23
55;4;Mouse;1;140,87;8
55;5;Hard drive;4;431,73;23
55;6;RAM;19;218,13;8
55;7;Graphics Card;6;405,26;23
56;1;Printer;7;224,68;8
56;2;Keyboard;9;400,19;8
57;1;Printer;6;282,60;23
57;2;Keyboard;2;456,10;8
57;3;Headphones;12;37,66;23
57;4;Mouse;1;386,97;8
57;5;Hard drive;8;414,18;23
58;1;Printer;17;481,46;8
58;2;Keyboard;16;270,05;8
58;3;Headphones;16;14,44;8
58;4;Mouse;2;167,92;8
58;5;Hard drive;13;266,99;8
58;6;RAM;13;160,26;8
58;7;Graphics Card;2;435,32;8
58;8;Processor;1;54,61;8
59;1;Printer;5;166,83;23
59;2;Keyboard;7;407,35;8
59;3;Headphones;4;347,06;23
59;4;Mouse;19;80,43;8
59;5;Hard drive;9;232,49;23
60;1;Printer;10;276,59;8
60;2;Keyboard;7;247,67;8
60;3;Headphones;6;23,41;8
60;4;Mouse;1;99,32;8
60;5;Hard drive;5;192,96;8
61;1;Printer;6;445,94;23
61;2;Keyboard;18;358,93;8
61;3;Headphones;12;325,16;23
61;4;Mouse;6;202,75;8
62;1;Printer;14;331,05;8
62;2;Keyboard;8;484,95;8
62;3;Headphones;12;214,67;8
62;4;Mouse;16;10,41;8
62;5;Hard drive;14;184,73;8
63;1;Printer;16;491,50;23
63;2;Keyboard;11;356,10;8
63;3;Headphones;5;53,76;23
63;4;Mouse;13;397,95;8
64;1;Printer;18;454,92;8
64;2;Keyboard;14;317,57;8
64;3;Headphones;3;288,02;8
64;4;Mouse;7;93,31;8
64;5;Hard drive;2;302,73;8
64;6;RAM;13;400,24;8
64;7;Graphics Card;11;403,59;8
64;8;Processor;14;78,42;8
64;9;Monitor;18;438,66;8
65;1;Printer;18;45,39;23
65;2;Keyboard;6;136,41;8
65;3;Headphones;2;30,82;23
66;1;Printer;17;250,41;8
66;2;Keyboard;12;153,43;8
66;3;Headphones;10;342,95;8
66;4;Mouse;5;461,31;8
66;5;Hard drive;11;178,52;8
66;6;RAM;2;428,17;8
67;1;Printer;17;391,98;23
68;1;Printer;5;434,85;8
69;1;Printer;7;297,21;23
69;2;Keyboard;6;356,12;8
69;3;Headphones;7;358,60;23
69;4;Mouse;2;318,37;8
69;5;Hard drive;5;373,58;23
69;6;RAM;10;405,55;8
70;1;Printer;15;107,38;8
70;2;Keyboard;5;343,42;8
70;3;Headphones;10;360,05;8
70;4;Mouse;8;480,82;8
70;5;Hard drive;9;477,15;8
70;6;RAM;15;292,13;8
70;7;Graphics Card;6;364,44;8
71;1;Printer;11;39,11;23
71;2;Keyboard;8;37,29;8
71;3;Headphones;14;339,43;23
71;4;Mouse;3;224,59;8
71;5;Hard drive;3;328,60;23
71;6;RAM;17;37,94;8
71;7;Graphics Card;2;296,27;23
71;8;Processor;13;110,50;8
71;9;Monitor;8;310,11;23
72;1;Printer;17;341,29;8
72;2;Keyboard;7;187,59;8
72;3;Headphones;12;176,87;8
73;1;Printer;12;119,19;23
73;2;Keyboard;10;301,72;8
74;1;Printer;5;238,10;8
74;2;Keyboard;11;422,30;8
75;1;Printer;18;166,68;23
75;2;Keyboard;5;129,65;8
76;1;Printer;9;308,33;8
76;2;Keyboard;2;387,22;8
76;3;Headphones;10;92,86;8
76;4;Mouse;7;491,70;8
76;5;Hard drive;2;336,68;8
76;6;RAM;1;343,83;8
76;7;Graphics Card;14;479,90;8
77;1;Printer;8;97,27;23
77;2;Keyboard;19;498,63;8
77;3;Headphones;5;297,65;23
78;1;Printer;19;354,21;8
78;2;Keyboard;16;231,21;8
78;3;Headphones;5;201,07;8
79;1;Printer;16;172,46;23
79;2;Keyboard;18;219,77;8
79;3;Headphones;5;206,96;23
79;4;Mouse;19;51,17;8
79;5;Hard drive;14;335,32;23
80;1;Printer;7;327,08;8
80;2;Keyboard;3;90,37;8
80;3;Headphones;4;480,26;8
80;4;Mouse;3;130,65;8
81;1;Printer;11;326,07;23
82;1;Printer;13;269,87;8
82;2;Keyboard;19;217,41;8
82;3;Headphones;13;190,51;8
82;4;Mouse;6;246,13;8
82;5;Hard drive;7;227,20;8
82;6;RAM;13;287,91;8
82;7;Graphics Card;2;416,25;8
82;8;Processor;12;360,39;8
83;1;Printer;16;455,53;23
83;2;Keyboard;18;433,86;8
83;3;Headphones;16;205,25;23
84;1;Printer;8;168,96;8
84;2;Keyboard;12;58,54;8
84;3;Headphones;9;247,86;8
85;1;Printer;1;467,39;23
85;2;Keyboard;5;476,51;8
86;1;Printer;1;342,73;8
86;2;Keyboard;7;124,20;8
86;3;Headphones;9;49,42;8
86;4;Mouse;15;175,72;8
86;5;Hard drive;3;287,57;8
86;6;RAM;4;398,39;8
86;7;Graphics Card;17;394,43;8
86;8;Processor;1;362,33;8
86;9;Monitor;13;193,08;8
87;1;Printer;8;419,15;23
87;2;Keyboard;17;166,37;8
87;3;Headphones;10;448,76;23
88;1;Printer;19;371,89;8
88;2;Keyboard;2;32,18;8
88;3;Headphones;17;496,60;8
88;4;Mouse;19;261,73;8
88;5;Hard drive;6;396,15;8
88;6;RAM;19;273,75;8
88;7;Graphics Card;5;236,33;8
88;8;Processor;13;230,39;8
89;1;Printer;14;114,60;23
89;2;Keyboard;12;198,83;8
89;3;Headphones;16;367,63;23
90;1;Printer;4;237,09;8
90;2;Keyboard;3;136,60;8
90;3;Headphones;8;158,07;8
90;4;Mouse;5;210,08;8
90;5;Hard drive;10;414,88;8
90;6;RAM;15;106,18;8
90;7;Graphics Card;12;54,32;8
90;8;Processor;13;398,12;8
90;9;Monitor;3;249,03;8
91;1;Printer;11;31,14;23
91;2;Keyboard;8;105,33;8
91;3;Headphones;2;194,95;23
92;1;Printer;10;171,23;8
92;2;Keyboard;5;337,54;8
92;3;Headphones;1;231,69;8
92;4;Mouse;5;75,98;8
92;5;Hard drive;9;436,45;8
92;6;RAM;10;405,12;8
92;7;Graphics Card;11;324,17;8
93;1;Printer;5;320,35;23
93;2;Keyboard;12;308,26;8
93;3;Headphones;12;395,12;23
94;1;Printer;4;198,86;8
94;2;Keyboard;11;75,99;8
94;3;Headphones;13;216,84;8
95;1;Printer;17;422,83;23
95;2;Keyboard;15;354,59;8
95;3;Headphones;16;258,17;23
95;4;Mouse;4;287,99;8
95;5;Hard drive;8;97,36;23
95;6;RAM;7;380,59;8
96;1;Printer;1;156,94;8
96;2;Keyboard;13;219,53;8
96;3;Headphones;15;443,11;8
96;4;Mouse;18;238,50;8
96;5;Hard drive;8;341,45;8
96;6;RAM;18;230,54;8
97;1;Printer;18;197,95;23
97;2;Keyboard;18;209,09;8
97;3;Headphones;10;248,63;23
97;4;Mouse;19;441,70;8
97;5;Hard drive;4;426,72;23
97;6;RAM;10;385,35;8
97;7;Graphics Card;10;210,79;23
97;8;Processor;12;460,42;8
98;1;Printer;16;72,56;8
98;2;Keyboard;3;18,96;8
98;3;Headphones;18;434,06;8
98;4;Mouse;11;68,07;8
98;5;Hard drive;11;317,87;8
99;1;Printer;2;246,65;23
99;2;Keyboard;10;163,13;8
99;3;Headphones;14;177,89;23
99;4;Mouse;8;148,23;8
99;5;Hard drive;8;28,02;23
99;6;RAM;16;107,68;8
100;1;Printer;6;251,48;8
100;2;Keyboard;11;365,34;8
100;3;Headphones;18;390,54;8
100;4;Mouse;9;219,27;8
100;5;Hard drive;12;446,87;8
100;6;RAM;7;352,25;8
100;7;Graphics Card;2;401,90;8
101;1;Printer;10;474,64;23
101;2;Keyboard;2;117,05;8
102;1;Printer;4;398,77;8
102;2;Keyboard;11;250,46;8
102;3;Headphones;10;9,84;8
102;4;Mouse;6;102,54;8
103;1;Printer;13;383,48;23
103;2;Keyboard;8;10,24;8
103;3;Headphones;2;315,36;23
103;4;Mouse;5;32,97;8
103;5;Hard drive;8;368,04;23
103;6;RAM;8;176,34;8
104;1;Printer;9;107,12;8
104;2;Keyboard;18;380,82;8
104;3;Headphones;9;96,74;8
104;4;Mouse;4;322,26;8
105;1;Printer;17;48,91;23
105;2;Keyboard;19;381,75;8
105;3;Headphones;13;415,88;23
105;4;Mouse;8;12,98;8
105;5;Hard drive;18;323,26;23
106;1;Printer;5;99,96;8
106;2;Keyboard;12;249,51;8
106;3;Headphones;8;318,65;8
106;4;Mouse;5;28,80;8
107;1;Printer;8;75,26;23
107;2;Keyboard;16;282,79;8
108;1;Printer;7;188,41;8
108;2;Keyboard;8;173,11;8
108;3;Headphones;4;242,93;8
108;4;Mouse;19;375,14;8
108;5;Hard drive;11;35,29;8
108;6;RAM;4;229,95;8
108;7;Graphics Card;13;142,46;8
108;8;Processor;9;64,25;8
109;1;Printer;9;400,74;23
109;2;Keyboard;5;103,04;8
109;3;Headphones;19;222,25;23
109;4;Mouse;17;351,65;8
109;5;Hard drive;4;108,61;23
109;6;RAM;17;463,48;8
109;7;Graphics Card;5;293,99;23
110;1;Printer;5;61,55;8
111;1;Printer;6;237,14;23
111;2;Keyboard;7;231,05;8
111;3;Headphones;16;120,30;23
111;4;Mouse;9;233,24;8
111;5;Hard drive;16;47,90;23
111;6;RAM;1;235,17;8
111;7;Graphics Card;10;463,87;23
111;8;Processor;2;176,05;8
112;1;Printer;13;472,58;8
112;2;Keyboard;5;263,38;8
112;3;Headphones;6;397,92;8
113;1;Printer;11;96,41;23
113;2;Keyboard;12;266,69;8
113;3;Headphones;6;299,86;23
113;4;Mouse;15;182,85;8
113;5;Hard drive;19;124,38;23
113;6;RAM;2;138,86;8
113;7;Graphics Card;5;230,13;23
114;1;Printer;7;248,77;8
114;2;Keyboard;1;208,84;8
114;3;Headphones;3;414,28;8
114;4;Mouse;4;299,70;8
114;5;Hard drive;19;39,20;8
115;1;Printer;1;404,72;23
115;2;Keyboard;19;225,12;8
115;3;Headphones;13;340,86;23
115;4;Mouse;19;254,19;8
115;5;Hard drive;12;217,60;23
116;1;Printer;7;353,22;8
116;2;Keyboard;1;314,09;8
117;1;Printer;19;44,03;23
117;2;Keyboard;14;72,53;8
117;3;Headphones;5;195,40;23
117;4;Mouse;12;414,09;8
117;5;Hard drive;5;327,55;23
117;6;RAM;11;157,55;8
117;7;Graphics Card;12;25,68;23
118;1;Printer;13;46,77;8
118;2;Keyboard;18;323,38;8
118;3;Headphones;15;300,79;8
118;4;Mouse;4;213,83;8
118;5;Hard drive;5;178,86;8
118;6;RAM;8;451,11;8
118;7;Graphics Card;16;24,14;8
118;8;Processor;16;261,13;8
119;1;Printer;16;65,02;23
119;2;Keyboard;14;20,50;8
119;3;Headphones;18;201,15;23
119;4;Mouse;3;79,68;8
119;5;Hard drive;10;311,92;23
120;1;Printer;14;421,83;8
120;2;Keyboard;19;203,12;8
120;3;Headphones;9;127,91;8
120;4;Mouse;7;429,24;8
120;5;Hard drive;10;26,89;8
121;1;Printer;15;345,57;23
121;2;Keyboard;1;291,24;8
121;3;Headphones;15;425,53;23
121;4;Mouse;1;21,43;8
121;5;Hard drive;18;78,20;23
121;6;RAM;9;54,38;8
121;7;Graphics Card;5;160,64;23
121;8;Processor;12;421,04;8
122;1;Printer;7;63,78;8
122;2;Keyboard;6;77,76;8
122;3;Headphones;13;92,38;8
122;4;Mouse;1;451,28;8
122;5;Hard drive;9;422,75;8
122;6;RAM;19;230,56;8
122;7;Graphics Card;2;127,16;8
122;8;Processor;14;81,11;8
123;1;Printer;13;149,57;23
123;2;Keyboard;6;421,37;8
123;3;Headphones;8;127,32;23
123;4;Mouse;16;48,46;8
123;5;Hard drive;11;392,81;23
123;6;RAM;14;479,10;8
123;7;Graphics Card;19;10,54;23
123;8;Processor;8;74,99;8
124;1;Printer;7;59,77;8
124;2;Keyboard;9;308,53;8
124;3;Headphones;14;320,46;8
124;4;Mouse;1;494,61;8
124;5;Hard drive;5;190,17;8
124;6;RAM;10;43,59;8
125;1;Printer;13;145,97;23
125;2;Keyboard;17;254,80;8
125;3;Headphones;14;168,79;23
125;4;Mouse;10;262,41;8
125;5;Hard drive;3;43,46;23
125;6;RAM;12;66,64;8
125;7;Graphics Card;4;326,86;23
125;8;Processor;9;196,51;8
126;1;Printer;12;258,52;8
127;1;Printer;17;406,83;23
127;2;Keyboard;10;66,03;8
128;1;Printer;15;44,41;8
128;2;Keyboard;11;365,57;8
129;1;Printer;6;60,35;23
130;1;Printer;9;202,10;8
130;2;Keyboard;13;173,55;8
130;3;Headphones;18;296,04;8
130;4;Mouse;11;320,70;8
130;5;Hard drive;3;368,57;8
130;6;RAM;18;447,31;8
130;7;Graphics Card;7;400,15;8
130;8;Processor;12;361,66;8
131;1;Printer;3;134,29;23
131;2;Keyboard;8;400,94;8
131;3;Headphones;14;349,95;23
131;4;Mouse;17;280,99;8
131;5;Hard drive;4;326,08;23
131;6;RAM;5;102,19;8
131;7;Graphics Card;4;441,91;23
131;8;Processor;5;109,78;8
132;1;Printer;15;182,34;8
132;2;Keyboard;17;458,71;8
133;1;Printer;16;179,58;23
133;2;Keyboard;9;390,70;8
133;3;Headphones;5;199,84;23
133;4;Mouse;11;59,71;8
133;5;Hard drive;15;69,59;23
133;6;RAM;2;444,91;8
133;7;Graphics Card;11;64,51;23
133;8;Processor;6;63,13;8
134;1;Printer;6;176,59;8
134;2;Keyboard;8;350,69;8
134;3;Headphones;5;12,97;8
134;4;Mouse;10;65,02;8
134;5;Hard drive;12;217,23;8
135;1;Printer;19;301,50;23
135;2;Keyboard;15;182,57;8
135;3;Headphones;17;236,76;23
136;1;Printer;16;262,85;8
136;2;Keyboard;12;124,21;8
136;3;Headphones;13;165,62;8
136;4;Mouse;16;281,09;8
136;5;Hard drive;13;94,91;8
136;6;RAM;7;445,02;8
137;1;Printer;14;457,17;23
138;1;Printer;12;377,10;8
138;2;Keyboard;14;345,27;8
138;3;Headphones;13;303,91;8
138;4;Mouse;11;51,54;8
138;5;Hard drive;14;202,66;8
138;6;RAM;5;119,84;8
138;7;Graphics Card;2;228,72;8
139;1;Printer;8;196,49;23
139;2;Keyboard;14;386,73;8
139;3;Headphones;1;438,83;23
139;4;Mouse;17;171,79;8
139;5;Hard drive;1;71,98;23
139;6;RAM;14;59,22;8
139;7;Graphics Card;12;173,62;23
139;8;Processor;11;187,96;8
139;9;Monitor;1;198,35;23
140;1;Printer;4;428,69;8
140;2;Keyboard;10;89,98;8
140;3;Headphones;9;391,70;8
140;4;Mouse;14;359,72;8
141;1;Printer;13;218,27;23
141;2;Keyboard;17;342,44;8
141;3;Headphones;19;83,44;23
141;4;Mouse;13;311,57;8
141;5;Hard drive;19;276,98;23
141;6;RAM;11;373,47;8
141;7;Graphics Card;2;137,10;23
141;8;Processor;4;352,53;8
142;1;Printer;3;133,54;8
142;2;Keyboard;9;233,15;8
142;3;Headphones;15;217,09;8
142;4;Mouse;17;329,93;8
142;5;Hard drive;1;408,76;8
143;1;Printer;17;441,79;23
143;2;Keyboard;17;67,26;8
143;3;Headphones;13;128,25;23
143;4;Mouse;1;224,74;8
143;5;Hard drive;14;425,53;23
143;6;RAM;18;465,43;8
143;7;Graphics Card;19;14,32;23
143;8;Processor;6;95,79;8
144;1;Printer;7;261,76;8
145;1;Printer;11;143,31;23
145;2;Keyboard;1;80,33;8
145;3;Headphones;18;210,67;23
145;4;Mouse;19;220,78;8
145;5;Hard drive;12;431,32;23
145;6;RAM;9;27,88;8
145;7;Graphics Card;2;426,77;23
146;1;Printer;12;96,15;8
147;1;Printer;14;419,28;23
148;1;Printer;8;301,31;8
149;1;Printer;9;99,76;23
149;2;Keyboard;18;460,98;8
149;3;Headphones;8;139,61;23
149;4;Mouse;7;184,04;8
149;5;Hard drive;2;118,38;23
150;1;Printer;3;157,51;8
150;2;Keyboard;17;98,33;8
150;3;Headphones;18;53,80;8
150;4;Mouse;4;358,88;8
150;5;Hard drive;18;12,68;8
150;6;RAM;11;129,59;8
150;7;Graphics Card;7;383,30;8
150;8;Processor;7;322,87;8
151;1;Printer;11;235,65;23
151;2;Keyboard;19;174,34;8
151;3;Headphones;16;118,20;23
151;4;Mouse;2;80,90;8
151;5;Hard drive;5;460,68;23
151;6;RAM;19;445,31;8
151;7;Graphics Card;19;410,79;23
151;8;Processor;17;324,76;8
151;9;Monitor;2;41,32;23
152;1;Printer;19;310,09;8
152;2;Keyboard;1;372,58;8
152;3;Headphones;12;385,27;8
152;4;Mouse;15;199,55;8
152;5;Hard drive;14;118,38;8
153;1;Printer;10;102,66;23
153;2;Keyboard;16;450,17;8
153;3;Headphones;4;295,38;23
154;1;Printer;19;208,87;8
154;2;Keyboard;8;180,42;8
154;3;Headphones;12;264,05;8
154;4;Mouse;18;406,02;8
154;5;Hard drive;14;367,83;8
154;6;RAM;16;413,69;8
154;7;Graphics Card;16;24,40;8
154;8;Processor;15;191,15;8
154;9;Monitor;6;52,61;8
155;1;Printer;15;35,83;23
155;2;Keyboard;10;328,04;8
156;1;Printer;9;466,65;8
156;2;Keyboard;18;379,91;8
156;3;Headphones;9;262,04;8
156;4;Mouse;17;373,51;8
157;1;Printer;19;42,98;23
157;2;Keyboard;4;93,88;8
157;3;Headphones;17;437,38;23
157;4;Mouse;18;302,06;8
157;5;Hard drive;15;202,23;23
157;6;RAM;4;124,63;8
157;7;Graphics Card;12;223,60;23
157;8;Processor;10;175,23;8
158;1;Printer;18;390,43;8
158;2;Keyboard;4;315,68;8
158;3;Headphones;5;98,60;8
158;4;Mouse;16;97,93;8
158;5;Hard drive;16;39,42;8
158;6;RAM;17;78,18;8
159;1;Printer;18;23,74;23
160;1;Printer;1;442,75;8
161;1;Printer;13;309,68;23
161;2;Keyboard;5;331,58;8
161;3;Headphones;2;418,12;23
161;4;Mouse;1;29,60;8
161;5;Hard drive;15;404,87;23
161;6;RAM;4;108,82;8
161;7;Graphics Card;6;315,04;23
162;1;Printer;8;235,66;8
162;2;Keyboard;4;200,16;8
162;3;Headphones;7;474,25;8
162;4;Mouse;4;486,11;8
162;5;Hard drive;16;281,56;8
162;6;RAM;10;424,72;8
162;7;Graphics Card;13;302,74;8
162;8;Processor;17;242,04;8
163;1;Printer;16;459,09;23
163;2;Keyboard;2;125,65;8
163;3;Headphones;18;273,43;23
163;4;Mouse;2;486,46;8
163;5;Hard drive;19;16,64;23
163;6;RAM;1;399,93;8
163;7;Graphics Card;17;377,66;23
164;1;Printer;12;110,67;8
165;1;Printer;18;20,59;23
165;2;Keyboard;18;427,20;8
166;1;Printer;3;474,39;8
166;2;Keyboard;19;442,54;8
